Rank,Journal Name,Singular Value Score,Citation Count,Scholarly Output,SJR,SNIP,CiteScore,Percentile,Percent Cited,
19043,Inorganic Materials: Applied Research,2.00999432651E-05,114,287,0.228,0.7,0.4,28,28,
19044,Management Learning,2.00999437291E-05,203,101,1.118,1.201,2.01,81,69,
19045,Expert Reviews in Molecular Medicine,2.01002779305E-05,232,60,1.672,0.692,3.87,77,83,
19046,European Journal of General Practice,2.01002865711E-05,168,170,0.479,0.76,0.99,75,43,
19047,Journal of Harbin Institute of Technology (New Series),2.01007698178E-05,74,349,0.143,0.224,0.21,19,16,
19048,International Journal of Conservation Science,2.01007698347E-05,144,184,0.236,0.659,0.78,89,40,
19049,Frontiers of Mathematics in China,2.01007710906E-05,141,242,0.386,0.584,0.58,48,26,
19050,Journal of Bioactive and Compatible Polymers,2.01007717603E-05,211,140,0.482,0.537,1.51,38,67,
19051,Journal of Regional Science,2.01011206468E-05,205,104,1.331,1.483,1.97,75,70,
19052,Research in Transportation Business and Management,2.01011206486E-05,191,139,0.395,0.919,1.37,71,55,
19053,Pathophysiology,2.01011227946E-05,208,95,0.788,0.866,2.19,79,73,
19054,Helgoland Marine Research,2.01011327276E-05,194,145,0.611,0.73,1.34,55,62,
19055,Molecular Oral Microbiology,2.01011585027E-05,233,106,0.902,0.725,2.2,40,76,
19056,Advances in Applied Probability,2.0101810261E-05,177,163,1.145,1.249,1.09,64,53,
19057,Policy and Politics,2.01018937057E-05,207,110,1.067,1.055,1.88,83,55,
19058,Columbia Law Review,2.01018942698E-05,232,130,0.625,0.744,1.78,33,61,
19059,Journal of Real Estate Finance and Economics,2.01018982755E-05,171,168,1.037,1.101,1.02,66,51,
19060,Journal of X-Ray Science and Technology,2.01018982766E-05,188,173,0.28,0.782,1.09,43,53,
19061,Cell Biology and Toxicology,2.01019037387E-05,217,79,0.768,0.963,2.75,71,89,
19062,Onkologe,2.01019120266E-05,25,425,0.108,0.057,0.06,4,5,
19063,Journal of the Knowledge Economy,2.01019120465E-05,198,134,0.534,1.326,1.48,73,51,
19064,Reanimation,2.01019121254E-05,35,406,0.118,0.041,0.09,11,7,
19065,International Journal of Psychiatry in Clinical Practice,2.01019121918E-05,190,165,0.497,0.653,1.15,49,53,
19066,Journal of Organizational Change Management,2.01019121923E-05,178,169,0.398,0.846,1.05,57,53,
19067,Journal of Transport and Health,2.01019121923E-05,196,129,0.716,1.059,1.52,71,60,
19068,Turkish Journal of Earth Sciences,2.01019129396E-05,192,131,0.674,1.067,1.47,73,60,
19069,Journal of Muscle Research and Cell Motility,2.01019183002E-05,212,103,0.876,0.54,2.06,66,76,
19070,Journal of Clinical Pediatric Dentistry,2.0101944259E-05,168,191,0.367,0.915,0.88,49,49,
19071,Poetics,2.01019450713E-05,188,104,0.998,1.384,1.81,99,64,
19072,Networks,2.010230897E-05,197,162,1.188,1.093,1.22,46,51,
19073,Journal of Public Health Dentistry,2.01024023212E-05,190,140,0.631,0.928,1.36,60,67,
19074,Metal ions in life sciences,2.01024172665E-05,220,125,0.609,1.219,1.76,52,59,
19075,Annali di igiene : medicina preventiva e di comunita,2.01024172665E-05,206,179,0.363,0,1.15,36,37,
19076,Dalian Ligong Daxue Xuebao/Journal of Dalian University of Technology,2.01024177644E-05,81,354,0.17,0.21,0.23,6,18,
19077,Nestle Nutrition Institute Workshop Series,2.01024178034E-05,179,193,0.417,0.307,0.93,40,46,
19078,Australian Journal of Rural Health,2.01024180675E-05,168,208,0.323,0.55,0.81,38,44,
19079,Scandinavian Journal of Management,2.01024181E-05,207,120,0.845,1.035,1.72,63,66,
19080,Psychological Record,2.01024201266E-05,164,202,0.381,0.604,0.81,45,47,
19081,Oceanologia,2.01024204578E-05,187,133,0.573,0.913,1.41,70,67,
19082,Water Alternatives,2.01024233096E-05,201,96,1.012,1.309,2.09,94,64,
19083,Manufacturing Letters,2.01024271891E-05,237,65,0.981,1.774,3.65,93,58,
19084,Rawal Medical Journal,2.0102427232E-05,45,393,0.144,0.15,0.11,12,9,
19085,Progress in Quantum Electronics,2.01024275143E-05,242,25,4.617,5.649,9.68,97,76,
19086,AANA Journal,2.01028113094E-05,139,204,0.281,0.554,0.68,75,41,
19087,Russian Journal of Non-Ferrous Metals,0.000020103,98,320,0.196,0.48,0.31,21,20,
19088,Journal of Heuristics,0.000020103,207,98,1.321,1.562,2.11,87,63,
19089,Multidimensional Systems and Signal Processing,2.01031225923E-05,206,140,0.468,1.129,1.47,57,54,
19090,Chiropractic and Manual Therapies,2.01031225923E-05,193,123,0.566,0.88,1.57,75,66,
19091,Business Ethics,2.01031226915E-05,204,96,0.815,1.202,2.12,84,72,
19092,Fibrogenesis and Tissue Repair,2.01031233739E-05,232,53,1.891,1.466,4.38,96,72,
19093,European Union Politics,2.01031284818E-05,197,97,2.319,1.399,2.03,87,74,
19094,AAC: Augmentative and Alternative Communication,2.01031501149E-05,198,84,0.968,1.348,2.36,93,81,
19095,Central European Journal of Public Health,2.01034514068E-05,161,222,0.309,0.511,0.73,35,41,
19096,Current Topics in Membranes,2.01034530255E-05,243,69,2.125,0.917,3.52,67,75,
19097,Hand Surgery and Rehabilitation,2.01034554846E-05,156,227,0.322,0.559,0.69,36,40,
19098,IMA Fungus,2.01034559727E-05,229,63,2.121,1.872,3.63,90,71,
19099,Zeitschrift fur Erziehungswissenschaft,2.01034561683E-05,137,249,0.413,0.619,0.55,44,29,
19100,Doklady Biological Sciences,2.01036800322E-05,137,287,0.267,0.51,0.48,3,32,
19101,Artforum International,2.0103680055E-05,9,426,0.102,0.1,0.02,23,2,
19102,Library Hi Tech,2.01037097941E-05,186,134,0.646,1.178,1.39,81,56,
19103,Geographical Research,2.01037119132E-05,188,120,0.833,0.77,1.57,83,66,
19104,Water Resources,2.0103741242E-05,123,270,0.311,0.613,0.46,34,32,
19105,Hematological Oncology,2.01037512019E-05,207,161,0.632,0.466,1.29,36,54,
19106,Manufacturing Letters,2.01037518577E-05,237,65,0.981,1.774,3.65,94,58,
19107,International Journal of Astrobiology,2.01037553818E-05,196,165,0.51,0.565,1.19,42,55,
19108,Strategic Entrepreneurship Journal,2.01037602232E-05,215,57,2.732,1.846,3.77,94,86,
19109,Progress in Quantum Electronics,2.01041486507E-05,242,25,4.617,5.649,9.68,98,76,
19110,Journal of Engineered Fibers and Fabrics,2.01041510386E-05,165,205,0.291,0.717,0.8,45,44,
19111,Research on Crops,2.01041577796E-05,47,391,0.151,0.2,0.12,7,10,
19112,Journal of Cardiology Cases,2.01041578499E-05,54,372,0.149,0.174,0.15,16,13,
19113,Advances in Applied Probability,2.01041588208E-05,177,163,1.145,1.249,1.09,59,53,
19114,Horticultura Brasileira,2.01041814696E-05,149,286,0.443,0.838,0.52,32,35,
19115,Journal of Management Inquiry,2.01041816217E-05,173,165,0.894,0.839,1.05,69,51,
19116,Chemical Vapor Deposition,2.01041984516E-05,241,127,0.687,1.191,1.9,70,62,
19117,Developmental Neuropsychology,2.01041984872E-05,251,119,0.895,0.788,2.11,60,70,
19118,Psychology  Public Policy  and Law,2.01042024575E-05,234,102,0.863,1.555,2.29,92,71,
19119,Journal of Opioid Management,2.01042025869E-05,219,156,0.708,0.66,1.4,68,58,
19120,Journal of Adhesion,2.01042025966E-05,217,175,0.543,0.969,1.24,58,51,
19121,Ethnicity and Health,2.01042113961E-05,215,116,0.897,0.931,1.85,98,71,
19122,Chinese Journal of Traumatology - English Edition,2.01042658496E-05,114,346,0.181,0.297,0.33,20,23,
19123,International Journal of Naval Architecture and Ocean Engineering,2.01042668448E-05,195,200,0.771,1.097,0.98,54,52,
19124,Diversity,2.01045147119E-05,207,102,0.749,1.079,2.03,78,65,
19125,Australian Prescriber,2.01045769664E-05,139,257,0.415,0.704,0.54,31,27,
19126,Millennium: Journal of International Studies,2.01045770053E-05,164,165,0.709,0.977,0.99,79,45,
19127,AAC: Augmentative and Alternative Communication,2.01045785524E-05,198,84,0.968,1.348,2.36,88,81,
19128,Journal of Human Reproductive Sciences,2.01045795987E-05,194,148,0.515,0.916,1.31,58,53,
19129,Fuzzy Optimization and Decision Making,2.01045798512E-05,208,74,1.439,1.596,2.81,92,76,
19130,Economics and Sociology,2.01045805381E-05,169,167,0.617,1.091,1.01,74,43,
19131,IEEE Intelligent Transportation Systems Magazine,2.01046062523E-05,268,97,0.502,1.994,2.76,88,46,
19132,Journal of Differential Geometry,2.01046078606E-05,204,141,3.036,1.773,1.45,96,57,
19133,Nursing older people,2.01046180477E-05,76,407,0.224,0.468,0.19,9,11,
19134,Mikrobiyoloji Bulteni,2.01046187945E-05,198,218,0.352,0.634,0.91,32,54,
19135,European Journal of Psychology of Education,2.01046218962E-05,213,147,0.648,1.139,1.45,79,62,
19136,Journal of Engineering and Technology Management - JET-M,2.01046293157E-05,250,96,0.902,1.711,2.6,78,75,
19137,Journal of Social Policy,2.0104630037E-05,222,141,1.219,1.418,1.57,81,56,
19138,Journal of Hydro-Environment Research,2.01046322601E-05,251,133,0.634,1.335,1.89,50,66,
19139,International Journal of Information Security,2.01046324355E-05,251,100,0.573,2.073,2.51,77,71,
19140,Biology of Sport,2.01046373691E-05,222,149,0.653,0.809,1.49,68,62,
19141,Astronomy and Computing,2.01046379484E-05,253,129,1.013,0.941,1.96,61,57,
19142,Russian Journal of Nondestructive Testing,2.01046402899E-05,159,275,0.284,1.161,0.58,36,32,
19143,Ad-Hoc and Sensor Wireless Networks,2.01046403016E-05,200,193,0.291,0.685,1.04,55,54,
19144,Global Nest Journal,2.01046403194E-05,169,230,0.383,0.93,0.73,62,41,
19145,E a M: Ekonomie a Management,2.01046406145E-05,164,152,0.493,0.997,1.08,87,50,
19146,Herpetological Conservation and Biology,2.01046984806E-05,173,188,0.453,0.617,0.92,40,53,
19147,Scandinavian Cardiovascular Journal,2.0104701911E-05,183,176,0.483,0.467,1.04,46,49,
19148,Journal of Phase Equilibria and Diffusion,2.010470674E-05,170,201,0.487,0.724,0.85,39,44,
19149,Multidimensional Systems and Signal Processing,2.01047130292E-05,206,140,0.468,1.129,1.47,53,54,
19150,Theoretical Criminology,2.01047130311E-05,191,99,1.28,1.864,1.93,88,73,
19151,Journal of Oral and Facial Pain and Headache,2.01047775764E-05,221,88,0.968,0.601,2.51,87,56,
19152,Journal of Behavioral Health Services and Research,2.01047775905E-05,198,141,0.755,0.919,1.4,61,53,
19153,Zemdirbyste,2.01058537817E-05,166,174,0.335,0.897,0.95,57,57,
19154,Engineering Applications of Computational Fluid Mechanics,2.0105853955E-05,191,135,0.595,1.13,1.41,71,56,
19155,Nursing Administration Quarterly,2.01058565504E-05,152,202,0.481,0.855,0.75,64,36,
19156,Networks,2.01058967029E-05,197,162,1.188,1.093,1.22,43,51,
19157,International Journal of Microbiology,2.01059310996E-05,226,96,0.692,1.235,2.35,65,65,
19158,SPE International Oilfield Chemistry Symposium Proceedings,2.0105931106E-05,179,171,0.223,0.991,1.05,56,48,
19159,Journal of Turbulence,2.01059384654E-05,189,137,0.809,1.131,1.38,65,62,
19160,Journal of Educational Computing Research,2.01059436405E-05,179,149,0.614,0.58,1.2,72,54,
19161,Molecular Syndromology,2.01059441333E-05,225,133,0.954,0.853,1.69,35,60,
19162,Human Nature,0.000020106,213,82,1.839,0.917,2.6,82,74,
19163,Collegian,2.0106145144E-05,175,149,0.534,0.836,1.17,76,54,
19164,Therapeutic Advances in Respiratory Disease,2.0106148992E-05,214,82,0.934,1.005,2.61,79,77,
19165,Journal of Mathematical Economics,0.000020108,161,272,0.739,0.651,0.59,31,39,
19166,Networks and Spatial Economics,2.01081293034E-05,253,95,1.561,1.798,2.66,77,74,
19167,Proceedings of the ACM SIGPLAN International Conference on Functional Programming  ICFP,2.0108130762E-05,215,203,0.525,1.429,1.06,37,47,
19168,Notfall und Rettungsmedizin,2.01081308102E-05,128,308,0.195,0.399,0.42,40,28,
19169,Review of International Studies,2.01081344489E-05,201,163,1.382,1.416,1.23,85,52,
19170,Marketing Intelligence and Planning,2.01081402856E-05,227,146,0.488,0.946,1.55,63,66,
19171,Mechanics of Composite Materials,2.01083788645E-05,192,231,0.411,0.921,0.83,38,42,
19172,Pregnancy Hypertension,2.01083822779E-05,245,113,0.983,1.038,2.17,81,62,
19173,Gastroenterology and Hepatology from Bed to Bench,2.01084187678E-05,239,150,0.55,0.829,1.59,52,61,
19174,Radiology and Oncology,2.0108470462E-05,236,139,0.538,0.921,1.7,66,61,
19175,International Journal of Information Security,2.01084729352E-05,251,100,0.573,2.073,2.51,78,71,
19176,Flavour and Fragrance Journal,2.01084734238E-05,234,143,0.573,0.912,1.64,63,62,
19177,Journal of Pediatric Neurosciences,2.01084792977E-05,141,299,0.258,0.5,0.47,32,32,
19178,3 Biotech,2.01084794811E-05,239,111,0.106,0,2.15,81,72,
19179,Protein Journal,2.01084860315E-05,227,188,0.486,0.62,1.21,34,54,
19180,Facies,2.01084860447E-05,219,138,0.745,1.1,1.59,70,75,
19181,World Politics,2.01084862069E-05,254,67,5.035,2.692,3.79,98,75,
19182,Frontiers of Materials Science,2.01091985655E-05,203,130,0.432,0.596,1.56,61,60,
19183,Current Therapeutic Research - Clinical and Experimental,2.01092794931E-05,224,97,0.783,1.104,2.31,64,68,
19184,Afrika Matematika,2.01092813914E-05,111,286,0.282,0.49,0.39,35,24,
19185,Molecular and Cellular Toxicology,2.01092813914E-05,192,155,0.351,0.522,1.24,54,54,
19186,Journal of Computer and Systems Sciences International,2.01093285385E-05,146,232,0.268,1.174,0.63,33,44,
19187,Annales d'Endocrinologie,2.01093366974E-05,187,189,0.379,0.481,0.99,33,46,
19188,International Journal of Bilingual Education and Bilingualism,2.01093368326E-05,172,130,1.131,1.404,1.32,88,63,
19189,Terrorism and Political Violence,2.01093388534E-05,175,144,0.945,0.902,1.22,84,51,
19190,International Reviews in Physical Chemistry,2.01093476115E-05,223,51,1.843,1.894,4.37,89,86,
19191,British Journal of Developmental Psychology,2.01093522134E-05,206,119,1.085,1.08,1.73,65,63,
19192,Accounting and Finance,2.01093536015E-05,184,143,0.607,1.035,1.29,68,59,
19193,Acta Neurobiologiae Experimentalis,2.01093538037E-05,217,124,0.655,0.662,1.75,44,69,
19194,Journal of Thermal Science and Engineering Applications,2.01093538064E-05,181,184,0.428,0.567,0.98,50,40,
19195,Acta Virologica,2.01093538064E-05,178,178,0.477,0.526,1,54,45,
19196,International Journal of Industrial Engineering Computations,2.01096737751E-05,181,136,0.473,0.886,1.33,75,62,
19197,Essays in Biochemistry,2.01096740173E-05,231,68,1.691,0.66,3.4,68,84,
19198,Human Factors and Ergonomics In Manufacturing,2.0109841757E-05,178,158,0.344,0.744,1.13,70,49,
19199,Economy of Region,2.01099376203E-05,96,305,0.26,0.771,0.31,31,24,
19200,Review of Income and Wealth,2.01099380174E-05,179,155,0.947,1.309,1.15,65,55,
19201,Reviews on Environmental Health,2.01099383866E-05,209,107,0.543,0.885,1.95,77,61,
19202,PPmP Psychotherapie Psychosomatik Medizinische Psychologie,0.00002011,146,258,0.269,0.397,0.57,22,30,
19203,Expert Reviews in Molecular Medicine,0.00002011,232,60,1.672,0.692,3.87,76,83,
19204,SPE International Oilfield Chemistry Symposium Proceedings,0.00002011,179,171,0.223,0.991,1.05,57,48,
19205,SIGMOD Record,2.01100720333E-05,226,122,0.485,2.404,1.85,66,39,
19206,Journal of Social Work Education,2.01100777211E-05,168,171,0.551,0.905,0.98,65,51,
19207,Algorithms,2.01100777214E-05,189,165,0.341,0.93,1.15,54,47,
19208,Minerva Chirurgica,2.01100777749E-05,159,212,0.309,0.43,0.75,44,41,
19209,Helgoland Marine Research,2.01100778565E-05,194,145,0.611,0.73,1.34,54,62,
19210,Journal of Empirical Research on Human Research Ethics,2.01100778825E-05,185,151,0.496,0.875,1.23,59,60,
19211,International Journal of Bilingual Education and Bilingualism,2.01110710334E-05,172,130,1.131,1.404,1.32,89,63,
19212,Annales de Biologie Clinique,2.01110710377E-05,99,308,0.163,0.313,0.32,30,20,
19213,Journal of Southern African Studies,2.01110712807E-05,137,228,0.456,0.691,0.6,58,33,
19214,Comparative Medicine,2.01112200229E-05,178,187,0.515,0.522,0.95,42,49,
19215,Social Science Journal,2.01112476303E-05,177,189,0.435,0.734,0.94,47,43,
19216,Multidimensional Systems and Signal Processing,2.01112476426E-05,206,140,0.468,1.129,1.47,55,54,
19217,Chiropractic and Manual Therapies,2.01112476524E-05,193,123,0.566,0.88,1.57,73,66,
19218,Journal of Occupational Medicine and Toxicology,2.01112483675E-05,198,112,0.551,0.832,1.77,84,61,
19219,Molecular Therapy - Methods and Clinical Development,2.01112603436E-05,229,128,0.734,0.449,1.79,39,59,
19220,International Journal of Emerging Technologies in Learning,2.01114984515E-05,124,263,0.218,0.516,0.47,39,31,
19221,Clinical Neuropathology,2.01114984515E-05,183,186,0.53,0.71,0.98,42,45,
19222,Quarterly Reviews of Biophysics,2.01115015729E-05,223,42,3.418,1.497,5.31,97,86,
19223,Journal of Gastric Cancer,2.01115025015E-05,220,126,0.633,0.77,1.75,46,63,
19224,Journal of Control  Automation and Electrical Systems,2.01166368703E-05,170,208,0.324,0.449,0.82,39,46,
19225,International Journal of Ad Hoc and Ubiquitous Computing,2.01166369134E-05,182,206,0.25,0.504,0.88,31,44,
19226,Counseling Psychologist,2.01166369134E-05,197,166,0.582,0.866,1.19,47,52,
19227,Radiophysics and Quantum Electronics,2.01166403062E-05,154,244,0.332,0.72,0.63,29,36,
19228,Intelligent Data Analysis,2.01166403736E-05,175,217,0.375,0.558,0.81,34,37,
19229,Cancer Journal,2.01166408663E-05,248,84,1.43,1.48,2.95,56,71,
19230,Biologics: Targets and Therapy,2.0116640926E-05,238,70,1.013,1.249,3.4,78,73,
19231,Journal of Thermal Science and Engineering Applications,2.01166888935E-05,181,184,0.428,0.567,0.98,58,40,
19232,Journal of Combinatorial Theory. Series B,2.01166889013E-05,186,165,1.965,1.959,1.13,53,56,
19233,Journal of Primary Health Care,2.0116689095E-05,152,236,0.438,0.787,0.64,41,34,
19234,Proceedings of the Romanian Academy Series A - Mathematics Physics Technical Sciences Information Science,2.01263753971E-05,205,158,1.27,0.801,1.3,61,38,
19235,Reviews on Environmental Health,2.01263889498E-05,209,107,0.543,0.885,1.95,85,61,
19236,International Journal of Emerging Technologies in Learning,2.01266209011E-05,124,263,0.218,0.516,0.47,46,31,
19237,Sarcoma,2.01266209059E-05,217,102,0.767,1.405,2.13,79,63,
19238,GAIA,2.01266247639E-05,166,197,0.542,0.781,0.84,65,35,
19239,Journal of Zoological Systematics and Evolutionary Research,2.01266275598E-05,211,103,0.961,1.152,2.05,75,72,
19240,Molecular and Cellular Toxicology,2.01266296891E-05,192,155,0.351,0.522,1.24,62,54,
19241,Indian Journal of Chemistry - Section A Inorganic  Physical  Theoretical and Analytical Chemistry,2.01266296991E-05,149,262,0.206,0.323,0.57,18,35,
19242,Computer Assisted Language Learning,2.01283406155E-05,221,87,1.76,2.257,2.54,77,74,
19243,BioPharm International,2.01284576201E-05,61,367,0.156,0.08,0.17,26,11,
19244,Research Synthesis Methods,2.01284588857E-05,223,79,1.574,2.143,2.82,95,62,
19245,Applied Chemistry for Engineering,2.01294250567E-05,90,336,0.146,0.193,0.27,20,19,
19246,Radiophysics and Quantum Electronics,2.01294250831E-05,154,244,0.332,0.72,0.63,30,36,
19247,Experimental Animals,2.01294251287E-05,206,143,0.639,0.557,1.44,59,55,
19248,Psychiatric Quarterly,2.01294252701E-05,202,143,0.625,0.721,1.41,54,64,
19249,EPPO Bulletin,2.01294259436E-05,155,235,0.372,0.729,0.66,39,35,
19250,Fluid Dynamics,2.01294264115E-05,136,258,0.265,0.972,0.53,35,35,
19251,Journal of Strain Analysis for Engineering Design,2.01294264131E-05,196,151,0.554,0.91,1.3,62,54,
19252,Biomedical Instrumentation and Technology,2.01294264756E-05,38,417,0.178,0.513,0.09,3,7,
19253,International Journal of Educational Management,2.01294300552E-05,161,162,0.34,0.47,0.99,87,54,
19254,Biochemical Genetics,2.0129635148E-05,226,156,0.519,0.863,1.45,19,62,
19255,Earth Surface Dynamics,2.01296356395E-05,211,80,1.258,0.938,2.64,81,89,
19256,Journal of Public Health Dentistry,2.01296375777E-05,190,140,0.631,0.928,1.36,66,67,
19257,Journal of Continuing Education in the Health Professions,2.01296464306E-05,193,139,0.689,0.986,1.39,78,53,
19258,Journal of Machinery Manufacture and Reliability,2.01296486028E-05,111,284,0.236,1.303,0.39,44,25,
19259,Chiropractic and Manual Therapies,2.01296502355E-05,193,123,0.566,0.88,1.57,81,66,
19260,Russian Journal of Non-Ferrous Metals,2.01296515827E-05,98,320,0.196,0.48,0.31,27,20,
19261,Infectious Agents and Cancer,2.012965176E-05,225,140,0.711,0.676,1.61,33,65,
19262,Economy and Society,2.01296967447E-05,204,86,1.431,2.419,2.37,99,71,
19263,Journal of Mechanics,2.01296967447E-05,146,264,0.246,0.358,0.55,25,30,
19264,Gerodontology,2.01296968559E-05,202,145,0.622,1.125,1.39,50,66,
19265,Indian Journal of Chemistry - Section A Inorganic  Physical  Theoretical and Analytical Chemistry,2.01296976023E-05,149,262,0.206,0.323,0.57,19,35,
19266,Journal of Community and Applied Social Psychology,2.01297110608E-05,215,108,0.543,0.703,1.99,68,72,
19267,Archives of Control Sciences,2.0129877145E-05,258,83,0.231,0.565,3.11,94,45,
19268,Mobile DNA,2.01301501083E-05,243,76,2.581,0.809,3.2,66,75,
19269,International Journal of Environmental Health Research,2.01301501083E-05,201,145,0.484,0.685,1.39,61,57,
19270,IEEE Transactions on Computational Intelligence and AI in Games,2.01301512703E-05,224,98,0.56,1.699,2.29,71,69,
19271,Evolutionary Anthropology,2.01301563734E-05,223,116,1.492,1.088,1.92,77,46,
19272,Forest Systems,2.01301581225E-05,196,172,0.439,0.669,1.14,49,47,
19273,International Journal of Astrobiology,2.0130158124E-05,196,165,0.51,0.565,1.19,48,55,
19274,Hamostaseologie,2.01301591618E-05,210,150,0.536,0.499,1.4,43,61,
19275,Journal of Turbulence,2.01301594177E-05,189,137,0.809,1.131,1.38,75,62,
19276,Technology in Society,2.0130277482E-05,208,138,0.524,1.039,1.51,76,59,
19277,Journal of Patient Safety,2.01302776409E-05,237,105,0.888,3.054,2.26,83,53,
19278,Laterality: Asymmetries of Body  Brain and Cognition,2.01302776411E-05,219,125,0.659,0.734,1.75,73,64,
19279,Journal of Hydrology and Hydromechanics,2.01302776468E-05,215,125,0.44,0.969,1.72,74,67,
19280,Journal of Fourier Analysis and Applications,2.01302776895E-05,189,173,0.755,1.078,1.09,72,47,
19281,Journal of Pediatric Neurosciences,2.013029685E-05,141,299,0.258,0.5,0.47,11,32,
19282,International Journal of Biological Markers,2.01302971816E-05,226,178,0.499,0.448,1.27,21,57,
19283,Peer-to-Peer Networking and Applications,2.01302988372E-05,212,177,0.307,0.73,1.2,50,43,
19284,Impact Assessment and Project Appraisal,2.01306142266E-05,201,108,0.662,0.984,1.86,87,68,
19285,Journal of Motor Behavior,2.01306142637E-05,216,166,0.508,0.663,1.3,26,57,
19286,Medical Journal of the Islamic Republic of Iran,2.01306161323E-05,152,237,0.264,0.564,0.64,41,36,
19287,TQM Journal,2.01306221367E-05,186,152,0.362,0.925,1.22,74,53,
19288,Journal of Pain and Palliative Care Pharmacotherapy,2.01307186622E-05,165,259,0.359,0.377,0.64,32,27,
19289,Brazilian Journal of Physics,2.01307210239E-05,164,240,0.323,0.408,0.68,40,39,
19290,Psychometrika,2.01307210511E-05,203,141,1.666,1.379,1.44,72,64,
19291,Journal of Friction and Wear,2.01307615398E-05,159,246,0.45,1.209,0.65,40,37,
19292,Marine Biodiversity,2.01307615398E-05,205,176,0.53,0.61,1.16,50,51,
19293,Acta Mechanica Solida Sinica,2.01307615406E-05,191,185,0.487,0.782,1.03,53,53,
19294,Journal of Advertising Research,2.0131085378E-05,180,152,0.699,1.003,1.18,77,56,
19295,Phytopathologia Mediterranea,2.01310853987E-05,199,143,0.494,0.697,1.39,63,60,
19296,Electrical Engineering in Japan (English translation of Denki Gakkai Ronbunshi),2.01310854119E-05,101,326,0.132,0.185,0.31,20,20,
19297,African Entomology,2.01310854579E-05,155,226,0.37,0.538,0.69,44,41,
19298,Nestle Nutrition Institute Workshop Series,2.01310858348E-05,179,193,0.417,0.307,0.93,48,46,
19299,Canadian Entomologist,2.01310862468E-05,197,211,0.444,0.607,0.93,15,43,
19300,Knowledge and Management of Aquatic Ecosystems,2.01310862468E-05,207,132,0.509,0.872,1.57,67,59,
19301,Journal of Behavioral Health Services and Research,2.01310864198E-05,198,141,0.755,0.919,1.4,73,53,
19302,Journal of the Royal Army Medical Corps,2.01310864785E-05,129,275,0.226,0.347,0.47,35,28,
19303,Physical Review Special Topics - Physics Education Research,2.01310866251E-05,179,163,0.561,1.331,1.1,69,54,
19304,Hand Surgery and Rehabilitation,2.01310872863E-05,156,227,0.322,0.559,0.69,43,40,
19305,Cytologia,2.01310877897E-05,167,193,0.224,0.477,0.87,53,53,
19306,Aquatic Ecology,2.01310882833E-05,198,159,0.554,0.713,1.25,51,57,
19307,Journal of Korean Academy of Nursing,2.01310883418E-05,136,252,0.27,0.724,0.54,44,34,
19308,Indian Journal of Horticulture,2.01310992594E-05,78,360,0.317,0.61,0.22,11,18,
19309,Journal of Mechanics,2.01311396019E-05,146,264,0.246,0.358,0.55,27,30,
19310,European Urban and Regional Studies,2.01311396019E-05,201,103,1.346,1.871,1.95,91,68,
19311,Journal of Gastric Cancer,2.01311890674E-05,220,126,0.633,0.77,1.75,56,63,
19312,International Applied Mechanics,2.01311894588E-05,181,179,0.228,0.916,1.01,56,50,
19313,European Union Politics,2.01312145302E-05,197,97,2.319,1.399,2.03,93,74,
19314,Economics and Sociology,2.01312145658E-05,169,167,0.617,1.091,1.01,85,43,
19315,Review of Quantitative Finance and Accounting,2.01312243397E-05,173,192,0.542,1.173,0.9,50,49,
19316,Journal of Control  Automation and Electrical Systems,2.01312246504E-05,170,208,0.324,0.449,0.82,41,46,
19317,Biologics: Targets and Therapy,2.01312291721E-05,238,70,1.013,1.249,3.4,80,73,
19318,Perspectives on Sexual and Reproductive Health,2.01312384485E-05,211,155,1.244,1.026,1.36,60,37,
19319,Recent Patents on Anti-Cancer Drug Discovery,2.01330742621E-05,237,73,1.001,0.96,3.25,79,74,
19320,Canadian Association of Radiologists Journal,2.01330757343E-05,185,178,0.5,0.654,1.04,55,48,
19321,Sex Education,2.01333893101E-05,182,163,0.497,0.802,1.12,66,55,
19322,Ship Building of China,2.01333898869E-05,48,398,0.129,0.22,0.12,12,10,
19323,Studies in Second Language Acquisition,2.0133390528E-05,213,86,2.055,1.941,2.48,97,66,
19324,Human Nature,2.01333951441E-05,213,82,1.839,0.917,2.6,94,74,
19325,Petroleum Refinery Engineering,2.01333951524E-05,18,436,0.104,0.079,0.04,11,3,
19326,Nonlinear Differential Equations and Applications,2.01350573232E-05,187,202,1.228,0.91,0.93,52,42,
19327,Environmental Processes,2.01350574348E-05,222,110,0.86,1.15,2.02,77,73,
19328,Comparative Medicine,2.01350591828E-05,178,187,0.515,0.522,0.95,70,49,
19329,Research in Transportation Business and Management,2.01352040196E-05,191,139,0.395,0.919,1.37,81,55,
19330,Cellular and Molecular Biology Letters,2.01352041087E-05,232,149,0.615,0.47,1.56,23,62,
19331,Geopolitics,2.01352044108E-05,197,131,0.938,1.181,1.5,81,56,
19332,British Journal of Health Care Management,2.01352044147E-05,65,382,0.206,0.188,0.17,12,9,
19333,Journal of Neuroscience Nursing,2.0135390182E-05,149,194,0.325,0.467,0.77,79,45,
19334,Strategic Direction,2.01353919764E-05,29,427,0.191,0.233,0.07,6,6,
19335,Laterality: Asymmetries of Body  Brain and Cognition,2.01357265773E-05,219,125,0.659,0.734,1.75,74,64,
